wkt_geom,fid,FIELD_ID,SINGLE_NUM,OID_T,SHAPE_AREA,SHAPE_LEN,xcoord,ycoord
Point (136323.08374582848045975 661350.20613225759007037),1571,NB18,18,1635,0,0,136323.0837,661350.2061
Point (136320.65116228343686089 666961.50810847932007164),659,BM30,30,666,0,0,136320.6512,666961.5081
Point (136316.901152743230341 659946.82868375268299133),1867,NB26,26,1644,0,0,136316.9012,659946.8287
Point (136307.9143978112260811 662063.4742120000300929),566,CG29,29,551,0,0,136307.9144,662063.4742
Point (136302.22701869581942447 657917.53282980853691697),611,AV19,19,582,0,0,136302.227,657917.5328
Point (136297.40454672157648019 659654.24700452468823642),1184,CC1,1,754,0,0,136297.4045,659654.247
Point (136294.37024660606402904 659533.85547711607068777),1253,CC36,36,783,0,0,136294.3702,659533.8555
Point (136283.94565652654273435 661583.98965209035668522),1591,NB19,19,1636,0,0,136283.9457,661583.9897
Point (136274.67619970702799037 667542.95726815809030086),695,BM24,24,660,0,0,136274.6762,667542.9573
Point (136264.09817612034385093 667701.60786957084201276),696,BM25,25,661,0,0,136264.0982,667701.6079
Point (136253.50487561104819179 663057.27543043624609709),1051,DA9,9,982,0,0,136253.5049,663057.2754
Point (136248.58177631153375842 665123.21553289331495762),1357,EO24,24,1077,0,0,136248.5818,665123.2155
Point (136247.44492867574444972 658153.37322581559419632),1170,CC16,16,761,0,0,136247.4449,658153.3732
Point (136243.65980762807885185 658911.32267107581719756),1194,CC33,33,780,0,0,136243.6598,658911.3227
Point (136236.63616198787349276 646867.44857587409205735),415,LR34,34,456,0,0,136236.6362,646867.4486
Point (136233.4183541011007037 664712.2710413628956303),1457,EO26,26,1079,0,0,136233.4184,664712.271
Point (136231.34298491978552192 657631.21453118126373738),616,AV25,25,587,0,0,136231.343,657631.2145
Point (136228.21418803479173221 660996.29127019958104938),1579,NB34,34,1652,0,0,136228.2142,660996.2913
Point (136216.4102388437022455 660149.11175299936439842),1597,NB24,24,1642,0,0,136216.4102,660149.1118
Point (136213.71981983611476608 665882.20337347371969372),1238,EO58,58,1113,0,0,136213.7198,665882.2034
Point (136210.44461520423647016 645873.41908266895916313),520,PE33,33,483,0,0,136210.4446,645873.4191
Point (136201.51788703133934177 666593.85840165929403156),1134,EO53,53,1108,0,0,136201.5179,666593.8584
Point (136195.27084732399089262 659377.18788108776789159),1205,CC10,10,755,0,0,136195.2708,659377.1879
Point (136192.23746788201970048 664254.53852570196613669),1068,EK3,3,1028,0,0,136192.2375,664254.5385
Point (136182.5922495243139565 660591.73845512676052749),1873,NB32,32,1650,0,0,136182.5922,660591.7385
Point (136181.68450639580260031 657961.78318435337860137),610,AV18,18,581,0,0,136181.6845,657961.7832
Point (136173.09881110276910476 664537.45538911246694624),1514,EO37,37,1091,0,0,136173.0988,664537.4554
Point (136171.94209601561306044 662650.67534352128859609),950,DA28,28,975,0,0,136171.9421,662650.6753
Point (136163.61308314604684711 663661.28687685157638043),1391,DA21,21,969,0,0,136163.6131,663661.2869
Point (136160.96083957861992531 646128.59338250965811312),8,PE27,27,29,0,0,136160.9608,646128.5934
Point (136160.94471879565389827 661166.35300435218960047),1583,NB39,39,1656,0,0,136160.9447,661166.353
Point (136158.94674511189805344 657811.90209345682524145),607,AV14,14,578,0,0,136158.9467,657811.9021
Point (136147.55462747751153074 664066.44922239286825061),976,EK1,1,1008,0,0,136147.5546,664066.4492
Point (136147.39859123135101981 660809.21261702990159392),1578,NB33,33,1651,0,0,136147.3986,660809.2126
Point (136135.61747904750518501 658807.5363665116019547),1251,CC34,34,781,0,0,136135.6175,658807.5364
Point (136133.61562537506688386 656392.64890810195356607),605,AV11,11,576,0,0,136133.6156,656392.6489
Point (136131.82035184872802347 661704.27347584860399365),971,CG28,28,811,0,0,136131.8204,661704.2735
Point (136119.76229368697386235 665302.73254944221116602),1356,EO23,23,1076,0,0,136119.7623,665302.7325
Point (136104.23428109177621081 659808.19915593019686639),1534,MY2,2,1605,0,0,136104.2343,659808.1992
Point (136100.15088185435160995 667296.03531369345728308),694,BM23,23,659,0,0,136100.1509,667296.0353
Point (136092.66635674092685804 664165.59273794631008059),874,EK2,2,1017,0,0,136092.6664,664165.5927
Point (136074.44208525089197792 663286.98149713024031371),1050,DA8,8,981,0,0,136074.4421,663286.9815
Point (136073.74058270605746657 659454.28493423713371158),718,CC9,9,790,0,0,136073.7406,659454.2849
Point (136064.83568656706484035 659655.18468477646820247),1344,CC2,2,765,0,0,136064.8357,659655.1847
Point (136059.59528512749238871 658967.62624344578944147),1301,CC14,14,759,0,0,136059.5953,658967.6262
Point (136056.40579437796259299 661337.26678572548553348),1880,NB14,14,1631,0,0,136056.4058,661337.2668
Point (136054.92184248100966215 666235.15839395520742983),1220,EO55,55,1110,0,0,136054.9218,666235.1584
Point (136050.871411548985634 646096.22827307169791311),7,PE26,26,28,0,0,136050.8714,646096.2283
Point (136044.99496291007380933 662759.8391204874496907),954,DA6,6,979,0,0,136044.995,662759.8391
Point (136043.90914896095637232 658479.40684106259141117),1169,CC15,15,760,0,0,136043.9091,658479.4068
Point (136039.64713483300874941 664873.9955570693127811),1456,EO25,25,1078,0,0,136039.6471,664873.9956
Point (136038.3145030387386214 649237.78680353634990752),405,LR20,20,444,0,0,136038.3145,649237.7868
Point (136015.36694911512313411 659191.77862902858760208),717,CC8,8,789,0,0,136015.3669,659191.7786
Point (136004.04381825603195466 664391.72233766689896584),1393,EO3,3,1083,0,0,136004.0438,664391.7223
Point (135991.56890001415740699 646338.83619865670334548),5,LR36,36,26,0,0,135991.5689,646338.8362
Point (135990.53013577716774307 660177.30474781803786755),1600,NB8,8,1669,0,0,135990.5301,660177.3047
Point (135987.98130290218978189 660459.297039526514709),1570,NB17,17,1634,0,0,135987.9813,660459.297
Point (135986.01583804286201485 658829.04147983307484537),1252,CC35,35,782,0,0,135986.0158,658829.0415
Point (135975.09422549966257066 660868.2958038873039186),1882,NB16,16,1633,0,0,135975.0942,660868.2958
Point (135968.97892816946841776 656244.2152300322195515),579,AV10,10,534,0,0,135968.9789,656244.2152
Point (135968.80858776974491775 661803.90298664418514818),885,CG27,27,810,0,0,135968.8086,661803.903
Point (135967.6820066864893306 646709.07414915680419654),452,LR26,26,450,0,0,135967.682,646709.0741
Point (135966.78179130723583512 665405.3620805402752012),864,EO19,19,1071,0,0,135966.7818,665405.3621
Point (135957.93054988567018881 647060.20953041350003332),453,LR27,27,451,0,0,135957.9305,647060.2095
Point (135947.87866482662502676 666900.78709409711882472),539,BM49,49,540,0,0,135947.8787,666900.7871
Point (135947.75539260075311176 662943.42434693709947169),953,DA5,5,978,0,0,135947.7554,662943.4243
Point (135943.1169278142915573 662304.1700297148199752),760,CG13,13,795,0,0,135943.1169,662304.17
Point (135936.21490297227865085 661192.26168960588984191),1879,NB13,13,1630,0,0,135936.2149,661192.2617
Point (135933.89490937345544808 658119.31678899400867522),1174,CC32,32,779,0,0,135933.8949,658119.3168
Point (135914.39072061280603521 663469.31452765420544893),1049,DA7,7,980,0,0,135914.3907,663469.3145
Point (135885.07613759022206068 646082.0629817423177883),476,PE15,15,470,0,0,135885.0761,646082.063
Point (135874.91992406159988604 665669.21008060721214861),863,EO18,18,1070,0,0,135874.9199,665669.2101
Point (135871.23075221499311738 664213.38706694240681827),1352,EO2,2,1072,0,0,135871.2308,664213.3871
Point (135861.77042830770369619 659031.60836448578629643),716,CC7,7,788,0,0,135861.7704,659031.6084
Point (135856.36872159034828655 659463.39290612912736833),1171,CC3,3,776,0,0,135856.3687,659463.3929
Point (135850.71909142335061915 664573.81196761841420084),1499,EO5,5,1104,0,0,135850.7191,664573.812
Point (135847.8004763787612319 656848.24047297425568104),606,AV12,12,577,0,0,135847.8005,656848.2405
Point (135847.62756474703201093 659642.27829316491261125),1557,MY5,5,1622,0,0,135847.6276,659642.2783
Point (135845.58875573897967115 646005.28192569955717772),475,PE14,14,469,0,0,135845.5888,646005.2819
Point (135843.70357179522397928 665075.19236869632732123),1114,EO8,8,1117,0,0,135843.7036,665075.1924
Point (135833.6919468175037764 661423.90482177690137178),852,CG36,36,818,0,0,135833.6919,661423.9048
Point (135830.57348514872137457 659884.88011850707698613),1548,MY1,1,1594,0,0,135830.5735,659884.8801
Point (135821.73383796884445474 646252.5695442461874336),477,PE16,16,471,0,0,135821.7338,646252.5695
Point (135818.6238406496704556 662384.05726816412061453),1275,CG12,12,794,0,0,135818.6238,662384.0573
Point (135810.83156832936219871 666586.70889768865890801),2056,SC25,25,1784,0,0,135810.8316,666586.7089
Point (135806.37716699071461335 658701.88135963212698698),712,CC37,37,784,0,0,135806.3772,658701.8814
Point (135802.47476855161949061 658812.03295390319544822),1565,MY23,23,1609,0,0,135802.4748,658812.033
Point (135801.97971379896625876 663140.692073711194098),952,DA4,4,977,0,0,135801.9797,663140.6921
Point (135801.41261063318233937 660728.21029054210521281),1881,NB15,15,1632,0,0,135801.4126,660728.2103
Point (135794.07456719627953134 661950.78313147684093565),884,CG26,26,809,0,0,135794.0746,661950.7831
Point (135784.43654059484833851 664683.30829702806659043),1513,EO36,36,1090,0,0,135784.4365,664683.3083
Point (135784.07235541136469692 646064.88396485825069249),474,PE13,13,468,0,0,135784.0724,646064.884
Point (135770.29421444921172224 661058.1216818451648578),1878,NB12,12,1629,0,0,135770.2942,661058.1217
Point (135760.24939702107803896 665936.13628730340860784),1354,EO21,21,1074,0,0,135760.2494,665936.1363
Point (135758.91673638226347975 649060.03074238891713321),445,LR19,19,442,0,0,135758.9167,649060.0307
Point (135757.14624802552862093 646442.17584011901635677),454,PE17,17,472,0,0,135757.1462,646442.1758
Point (135754.72552427728078328 645971.58297261246480048),473,PE12,12,467,0,0,135754.7255,645971.583
Point (135747.30089425161713734 659279.14312671648804098),713,CC4,4,785,0,0,135747.3009,659279.1431
Point (135745.7997975486505311 659598.68935514288023114),1558,MY6,6,1623,0,0,135745.7998,659598.6894
Point (135743.68601275261607952 664899.7885389756411314),1115,EO9,9,1118,0,0,135743.686,664899.7885
Point (135739.63667190703563392 664170.82734201569110155),919,EO1,1,1063,0,0,135739.6367,664170.8273
Point (135735.66452775357174687 646825.78824065974913538),451,LR25,25,449,0,0,135735.6645,646825.7882
Point (135731.96299346792511642 656524.11310238193254918),619,AV9,9,600,0,0,135731.963,656524.1131
Point (135718.09530950474436395 662142.49058633879758418),765,CG18,18,800,0,0,135718.0953,662142.4906
Point (135717.53061426617205143 645904.17393151402939111),479,PE11,11,466,0,0,135717.5306,645904.1739
Point (135712.45897651303675957 646233.20468806638382375),461,PE23,23,479,0,0,135712.459,646233.2047
Point (135705.78293163198395632 660283.22761774179525673),1599,NB7,7,1668,0,0,135705.7829,660283.2276
Point (135695.64741524806595407 665450.83350104023702443),922,EO12,12,1066,0,0,135695.6474,665450.8335
Point (135694.82238393448642455 662767.66692424367647618),1370,DA2,2,967,0,0,135694.8224,662767.6669
Point (135694.70701796733192168 646620.57549217832274735),455,PE18,18,473,0,0,135694.707,646620.5755
Point (135691.5951769249222707 647055.26833445765078068),450,LR24,24,448,0,0,135691.5952,647055.2683
Point (135681.73639564335462637 663301.20688372850418091),951,DA3,3,976,0,0,135681.7364,663301.2069
Point (135675.33330675095203333 658368.40101955248974264),1235,CC17,17,762,0,0,135675.3333,658368.401
Point (135666.36699548328761011 657920.04005362640600652),1173,CC31,31,778,0,0,135666.367,657920.0401
Point (135666.34839677915442735 659037.86032946838531643),715,CC6,6,787,0,0,135666.3484,659037.8603
Point (135658.00164774357108399 659502.36715359846130013),1559,MY7,7,1624,0,0,135658.0016,659502.3672
Point (135657.73685616796137765 666206.30908309121150523),1355,EO22,22,1075,0,0,135657.7369,666206.3091
Point (135640.94001193964504637 663924.90472119301557541),1983,OV28,28,1728,0,0,135640.94,663924.9047
Point (135639.03826812203624286 661684.03740061598364264),883,CG25,25,808,0,0,135639.0383,661684.0374
Point (135636.58511977424495853 646794.02460001781582832),527,PE4,4,490,0,0,135636.5851,646794.0246
Point (135632.28493815811816603 664359.60718883643858135),1378,EO4,4,1094,0,0,135632.2849,664359.6072
Point (135627.47616864845622331 660934.28475416952278465),1877,NB11,11,1628,0,0,135627.4762,660934.2848
Point (135606.58188801363576204 662278.52825797069817781),931,CG11,11,793,0,0,135606.5819,662278.5283
Point (135604.59592187765520066 646409.36381654697470367),460,PE22,22,478,0,0,135604.5959,646409.3638
Point (135601.00769479732844047 659786.97558959410525858),2097,MY3,3,1616,0,0,135601.0077,659786.9756
Point (135592.21345368577749468 660042.55436958209611475),1477,GC10,10,1157,0,0,135592.2135,660042.5544
Point (135591.91270439312211238 647344.85793447867035866),442,LR15,15,439,0,0,135591.9127,647344.8579
Point (135589.22087461312185042 666680.26260607864242047),2054,SC23,23,1782,0,0,135589.2209,666680.2626
Point (135582.33609261040692218 660428.07882075849920511),1718,NB6,6,1667,0,0,135582.3361,660428.0788
Point (135581.80718247281038202 666677.32679796847514808),2055,SC24,24,1783,0,0,135581.8072,666677.3268
Point (135580.49771942346706055 664535.11626320402137935),1325,EO7,7,1116,0,0,135580.4977,664535.1163
Point (135578.83573670641635545 665115.13943640736397356),920,EO10,10,1064,0,0,135578.8357,665115.1394
Point (135577.90381385129876435 664706.60875662555918097),1512,EO35,35,1089,0,0,135577.9038,664706.6088
Point (135577.16827612655470148 659430.72075192746706307),1560,MY8,8,1625,0,0,135577.1683,659430.7208
Point (135573.67733396001858637 646020.15711723989807069),495,PE9,9,507,0,0,135573.6773,646020.1571
Point (135571.53065966226859018 661284.53905034449417144),882,CG24,24,807,0,0,135571.5307,661284.5391
Point (135564.20403271753457375 646547.29305690852925181),458,PE20,20,476,0,0,135564.204,646547.2931
Point (135561.71460127731552348 665698.37990139343310148),1091,EO16,16,1068,0,0,135561.7146,665698.3799
Point (135558.59423023153794929 646206.82378795393742621),462,PE24,24,480,0,0,135558.5942,646206.8238
Point (135556.5281734939198941 646987.13838933838997036),519,PE3,3,482,0,0,135556.5282,646987.1384
Point (135551.68325329379877076 645901.87757982674520463),478,PE10,10,465,0,0,135551.6833,645901.8776
Point (135544.64400166581617668 658298.04055942548438907),1236,CC18,18,763,0,0,135544.644,658298.0406
Point (135538.2697148337319959 665917.50626033893786371),862,EO17,17,1069,0,0,135538.2697,665917.5063
Point (135534.05708940667682327 646654.59912743116728961),456,PE19,19,474,0,0,135534.0571,646654.5991
Point (135530.39634731004480273 648730.31113885960076004),444,LR18,18,441,0,0,135530.3963,648730.3111
Point (135529.55201869088341482 659250.90878000273369253),714,CC5,5,786,0,0,135529.552,659250.9088
Point (135520.0505550178932026 656749.0190606948453933),618,AV7,7,599,0,0,135520.0506,656749.0191
Point (135513.57777066837297752 666459.38830516557209194),2053,SC22,22,1781,0,0,135513.5778,666459.3883
Point (135512.54202936694491655 663050.44057367567438632),1433,DA1,1,956,0,0,135512.542,663050.4406
Point (135489.49317303337738849 664057.66815443441737443),1960,OV25,25,1725,0,0,135489.4932,664057.6682
Point (135486.77544929360738024 647540.39575968531426042),449,LR23,23,447,0,0,135486.7754,647540.3958
Point (135485.68816241063177586 661991.1620661107590422),764,CG17,17,799,0,0,135485.6882,661991.1621
Point (135485.63007455872138962 660975.35618647420778871),1620,NB9,9,1670,0,0,135485.6301,660975.3562
Point (135482.97508934553479776 649355.78353835665620863),487,LR11,11,435,0,0,135482.9751,649355.7835
Point (135476.14691523622605018 665292.02353452588431537),921,EO11,11,1065,0,0,135476.1469,665292.0235
Point (135464.51395593845518306 660803.41571688104886562),1861,NB10,10,1627,0,0,135464.514,660803.4157
Point (135457.48016607455792837 659018.79444301314651966),2048,MY17,17,1602,0,0,135457.4802,659018.7944
Point (135446.86974009487312287 665993.47274928097613156),1946,SC18,18,1776,0,0,135446.8697,665993.4727
Point (135422.56880652965628542 660113.02234742068685591),1478,GC11,11,1158,0,0,135422.5688,660113.0223
Point (135409.6011406596226152 663685.98118852369952947),1982,OV27,27,1727,0,0,135409.6011,663685.9812
Point (135408.26615630599553697 664691.70770781300961971),1511,EO34,34,1088,0,0,135408.2662,664691.7077
Point (135406.89252962812315673 646151.78336053737439215),494,PE8,8,506,0,0,135406.8925,646151.7834
